id;age_range;domain;title;supports_milestone_ids;duration;materials;setup;steps;what_to_watch;why_it_works;evidence_bucket;evidence_label;source_ids;claim_limit;stop_rules;low_energy_option;adaptations;notes
act_012_cognitive_002;11-13 міс;Мислення;Сховай і знайди іграшку;ms_012_cognitive_002;2-5 хв;іграшка і тканина;Дайте дитині побачити, як ви частково ховаєте іграшку під тканиною.;Дайте дитині побачити, як ви частково ховаєте іграшку під тканиною. Спитайте, де вона. Зробіть паузу. Дайте дитині відкрити або допоможіть.;Дитина дивиться, тягнеться, піднімає тканину або усміхається.;Гра 'сховай і знайди' підтримує постійність об'єкта і спільну увагу.;silver;На основі механізму;cdc_ltsae_12_months|harvard_serve_return_guide;Підтримує розв'язання задач, це не тест мислення.;Зупиніться, якщо дитина засмучена. Не накривайте обличчя.;Сховайте іграшку наполовину один раз.;За потреби використайте прозору хустинку.;Потребує примітки щодо безпеки.
act_012_movement_001;11-13 міс;Рух;Встаємо біля стійкої опори;ms_012_movement_001|ms_012_movement_002;2-5 хв;стійкі меблі;Використайте низькі стійкі меблі й будьте поруч.;Використайте низькі стійкі меблі й будьте поруч. Покладіть іграшку на безпечну поверхню. Дайте дитині підтягнутись або стати на коліна, якщо готова. Підтримуйте за потреби.;Дитина стає на коліна, підтягується, стоїть з опорою або пересувається вздовж опори.;Можливість вставати з опорою може підтримувати силу й рівновагу, коли дитина готова.;silver;На основі механізму;cdc_ltsae_12_months|who_motor_milestones;Підтримує готовність, не підштовхує до раннього ходіння.;Лише стійкі меблі. Будьте поруч. Зупиніться, якщо дитина втомлена або це небезпечно.;Одна спроба встати з опорою.;Використайте руки дорослого, якщо так безпечніше.;Потрібне рев'ю фізіотерапевта.
act_012_movement_002;11-13 міс;Рух;Тренуємо хват 'пінцетом';ms_012_movement_003;під час їжі;безпечна м'яка їжа пальцями;Посадіть дитину безпечно для їжі, дорослий поруч.;Посадіть дитину безпечно для їжі, дорослий поруч. Запропонуйте один безпечний маленький м'який шматочок. Зачекайте. Дайте дитині спробувати взяти.;Дитина загрібає, бере пучками, торкається або підносить їжу до рота.;Самостійне харчування підтримує дрібну моторику і чутливе годування.;silver;На основі механізму;cdc_ltsae_12_months|who_nurturing_care;Підтримує практику дрібної моторики, це не терапія годування.;Лише безпечна їжа. Пильно наглядайте. Дотримуйтесь правил щодо удавлення. Зупиніться, якщо небезпечно.;Запропонуйте один безпечний шматочок.;Використайте великий неїстівний предмет, якщо годування недоречне.;Потребує рев'ю фахівця з годування.
act_002_social_003;0-3 міс;Соціальний;Контакт шкіра-до-шкіри;ms_002_social_003;5-10 хв;без матеріалів;NEEDS_REVIEW;Притуліть дитину до грудей у спокійний момент. Дихайте повільно й рівно. Тихо наспівуйте або говоріть. Спостерігайте, як дитина розслабляється.;NEEDS_REVIEW;Спокійний тілесний контакт підтримує відчуття безпеки і ранню саморегуляцію.;silver;На основі механізму;WHO + Harvard;NEEDS_REVIEW;Зупиніться, якщо дитині жарко, незручно або вона голодна.;NEEDS_REVIEW;NEEDS_REVIEW;
act_002_language_003;0-3 міс;Мовлення;Наспівування під час догляду;ms_002_language_001;1-2 хв;без матеріалів;NEEDS_REVIEW;Під час сповивання чи годування тихо наспівуйте. Робіть короткі паузи. Чекайте на будь-який звук чи рух у відповідь. Озвіться знову.;NEEDS_REVIEW;Мелодійний голос дорослого підтримує слухову увагу і ранню комунікацію.;silver;На основі механізму;Harvard + CDC;NEEDS_REVIEW;Зупиніться, якщо дитина втомлена або перезбуджена.;NEEDS_REVIEW;NEEDS_REVIEW;
act_002_cognitive_003;0-3 міс;Мислення;Чорно-білі візерунки;ms_002_cognitive_002;1-2 хв;проста контрастна картка;NEEDS_REVIEW;Покажіть контрастну картку на відстані 20-30 см. Тримайте нерухомо. Дайте дитині роздивитися. Заберіть, коли увага згасне.;NEEDS_REVIEW;Прості контрастні образи підтримують раннє зорове зосередження.;silver;На основі механізму;CDC + WHO;NEEDS_REVIEW;Зупиніться, якщо дитина відвертається або вередує.;NEEDS_REVIEW;NEEDS_REVIEW;
act_002_movement_003;0-3 міс;Рух;Ніжний велосипед ніжками;ms_002_movement_002;1-2 хв;без матеріалів;NEEDS_REVIEW;Покладіть дитину на спину, коли вона не спить. Ніжно й повільно по черзі згинайте ніжки, ніби крутить педалі. Стежте за реакцією. Зупиніться, якщо дитині не подобається.;NEEDS_REVIEW;М'який рух ніжок підтримує відчуття тіла і активність обох сторін.;silver;На основі механізму;CDC + WHO motor;NEEDS_REVIEW;Ніколи не застосовуйте силу. Зупиніться, якщо дитина опирається чи вередує.;NEEDS_REVIEW;NEEDS_REVIEW;
act_004_social_003;3-5 міс;Соціальний;Гра в наслідування рухів;ms_004_social_003;2-3 хв;без матеріалів;NEEDS_REVIEW;Сядьте навпроти дитини у спокійний момент. Повторіть її рух чи звук. Зробіть паузу. Тепло відгукніться на відповідь.;NEEDS_REVIEW;Чутливе наслідування підтримує соціальну увагу і чергування.;silver;На основі механізму;CDC + Harvard;NEEDS_REVIEW;Зупиніться, якщо дитина відвертається або перевтомлена.;NEEDS_REVIEW;NEEDS_REVIEW;
act_004_language_003;3-5 міс;Мовлення;Співаночки-потішки;ms_004_language_001;2-3 хв;без матеріалів;NEEDS_REVIEW;Тримайте дитину так, щоб бачити обличчя. Наспівуйте коротку потішку з ніжними рухами. Робіть паузу в кінці рядка. Чекайте на воркування у відповідь.;NEEDS_REVIEW;Ритмічні потішки підтримують слухову увагу і ранній лепет.;silver;На основі механізму;Harvard + CDC;NEEDS_REVIEW;Зупиніться, якщо дитина втомлена.;NEEDS_REVIEW;NEEDS_REVIEW;
act_004_cognitive_003;3-5 міс;Мислення;Брязкальце, що зникає;ms_004_cognitive_002;2-3 хв;м'яке брязкальце;NEEDS_REVIEW;Повільно проведіть брязкальцем у полі зору. Зробіть тихий звук. Сховайте за рукою на мить. Покажіть знову.;NEEDS_REVIEW;Поява і зникнення предмета підтримує увагу і раннє відчуття причинності.;silver;На основі механізму;CDC + Harvard;NEEDS_REVIEW;Не використовуйте різких гучних звуків. Зупиніться при втомі.;NEEDS_REVIEW;NEEDS_REVIEW;
act_004_movement_003;3-5 міс;Рух;Підтримане напівсидіння;ms_004_movement_001;1-2 хв;руки дорослого або подушка;NEEDS_REVIEW;Підтримайте дитину напівсидячи у себе на колінах. Надійно тримайте тулуб і голову. Покажіть обличчя або іграшку попереду. Завершіть до втоми.;NEEDS_REVIEW;Коротка вертикальна підтримка допомагає контролю голови, коли дитина готова.;silver;На основі механізму;CDC + WHO motor;NEEDS_REVIEW;Не залишайте без підтримки. Зупиніться, якщо голова завалюється або дитина втомлена.;NEEDS_REVIEW;NEEDS_REVIEW;
act_006_social_003;5-7 міс;Соціальний;Лоскотлива гра з паузою;ms_006_social_003;2-3 хв;без матеріалів;NEEDS_REVIEW;Оголосіть гру лагідним голосом. Повільно наближайте руку зі словами 'зараз...'. Зробіть паузу й чекайте на реакцію. М'яко полоскочіть, якщо дитина радіє.;NEEDS_REVIEW;Передбачувані грайливі моменти підтримують радість взаємодії і соціальне передчуття.;silver;На основі механізму;CDC + Harvard;NEEDS_REVIEW;Зупиніться, якщо дитині не подобається або вона відвертається.;NEEDS_REVIEW;NEEDS_REVIEW;
act_006_language_003;5-7 міс;Мовлення;Назви, що бачиш;ms_006_language_002;2-4 хв;без матеріалів;NEEDS_REVIEW;Тримаючи дитину, спокійно називайте те, на що вона дивиться. Робіть паузу після слова. Чекайте на звук чи погляд. Повторіть із теплом.;NEEDS_REVIEW;Називання предметів і дій живить ранній словник через теплу взаємодію.;silver;На основі механізму;Harvard + CDC;NEEDS_REVIEW;Зупиніться, якщо дитина втомлена.;NEEDS_REVIEW;NEEDS_REVIEW;
act_006_cognitive_003;5-7 міс;Мислення;Кошик безпечних текстур;ms_006_cognitive_001;3-5 хв;кілька безпечних предметів різної текстури;NEEDS_REVIEW;Покладіть 2-3 безпечні предмети перед дитиною. Дайте взяти й дослідити, зокрема ротом, якщо безпечно. Назвіть текстуру. Міняйте предмети за інтересом.;NEEDS_REVIEW;Дослідження різних текстур підтримує сенсорне пізнання і увагу.;silver;На основі механізму;CDC + WHO;NEEDS_REVIEW;Лише предмети, якими не можна вдавитися. Наглядайте.;NEEDS_REVIEW;NEEDS_REVIEW;
act_006_movement_003;5-7 міс;Рух;Запрошення перекотитися;ms_006_movement_001;2-4 хв;ковдра і іграшка;NEEDS_REVIEW;Покладіть дитину на спину на безпечну поверхню. Покажіть іграшку збоку трохи вище плеча. Дайте час повернути голову й тіло. Підтримайте спробу, не перевертайте силою.;NEEDS_REVIEW;Іграшка збоку заохочує перекочування і контроль тулуба, коли дитина готова.;silver;На основі механізму;CDC + WHO motor;NEEDS_REVIEW;Ніколи не перевертайте дитину силою. Зупиніться при втомі.;NEEDS_REVIEW;NEEDS_REVIEW;
act_009_social_003;8-10 міс;Соціальний;Гра 'дай-візьми';ms_009_social_005;2-4 хв;безпечна іграшка;NEEDS_REVIEW;Запропонуйте іграшку дитині. Простягніть руку й скажіть 'дай'. Подякуйте, коли віддасть, і поверніть. Чергуйтеся, поки цікаво.;NEEDS_REVIEW;Обмін предметом підтримує чергування і соціальну взаємодію.;silver;На основі механізму;CDC + Harvard;NEEDS_REVIEW;Не забирайте силою. Зупиніться, якщо дитина засмучена.;NEEDS_REVIEW;NEEDS_REVIEW;
act_009_language_003;8-10 міс;Мовлення;Книжка з називанням;ms_009_language_001;2-5 хв;проста картонна книжка;NEEDS_REVIEW;Посадіть дитину зручно поруч. Показуйте й називайте одне зображення на сторінці. Робіть паузу, чекайте на звук чи жест. Дайте дитині перегортати.;NEEDS_REVIEW;Спільне розглядання книжки підтримує спільну увагу і ранній словник.;silver;На основі механізму;Harvard + CDC;NEEDS_REVIEW;Зупиніться, якщо дитина втратила інтерес.;NEEDS_REVIEW;NEEDS_REVIEW;
act_009_cognitive_003;8-10 міс;Мислення;Стаканчики, що вкладаються;ms_009_cognitive_001;3-5 хв;2-3 безпечні стаканчики;NEEDS_REVIEW;Покажіть, як один стаканчик ховається в інший. Дайте дитині спробувати. Назвіть 'усередині' та 'назовні'. Підтримайте будь-яку спробу.;NEEDS_REVIEW;Вкладання і діставання підтримує причинність і роботу рук.;silver;На основі механізму;CDC + Harvard;NEEDS_REVIEW;Лише безпечні предмети. Наглядайте.;NEEDS_REVIEW;NEEDS_REVIEW;
act_009_movement_003;8-10 міс;Рух;Дотягнись із положення сидячи;ms_009_movement_004;2-4 хв;безпечні іграшки;NEEDS_REVIEW;Посадіть дитину на підлогу під наглядом. Покладіть іграшку трохи збоку в межах досяжності. Дайте дотягнутися й повернутися в сидіння. Будьте поруч для підстраховки.;NEEDS_REVIEW;Тягнення вбік із сидіння підтримує рівновагу і контроль тулуба.;silver;На основі механізму;CDC + WHO motor;NEEDS_REVIEW;Будьте поруч. Уникайте твердих поверхонь. Зупиніться при втомі.;NEEDS_REVIEW;NEEDS_REVIEW;
act_012_social_003;11-13 міс;Соціальний;Танець-наслідування;ms_012_social_001;2-4 хв;без матеріалів;NEEDS_REVIEW;Наспівуйте або увімкніть спокійну музику. Зробіть простий рух: плескайте або гойдайтесь. Запросіть дитину повторити. Хваліть будь-яку спробу.;NEEDS_REVIEW;Спільні рухи під ритм підтримують наслідування і соціальну радість.;silver;На основі механізму;CDC + Harvard;NEEDS_REVIEW;Зупиніться, якщо дитина втомлена або перезбуджена.;NEEDS_REVIEW;NEEDS_REVIEW;
act_012_language_003;11-13 міс;Мовлення;Прохання словом і жестом;ms_012_language_002;2-3 хв;улюблена іграшка;NEEDS_REVIEW;Тримайте улюблену іграшку в полі зору. Спитайте 'хочеш?' і покажіть жест. Зробіть паузу й чекайте на звук чи жест. Дайте іграшку у відповідь на спробу.;NEEDS_REVIEW;Поєднання слова і жесту підтримує ранню комунікацію намірів.;silver;На основі механізму;CDC + Harvard;NEEDS_REVIEW;Не змушуйте 'виступати'. Зупиніться при фрустрації.;NEEDS_REVIEW;NEEDS_REVIEW;
act_012_cognitive_003;11-13 міс;Мислення;Простий сортер;ms_012_cognitive_001;3-5 хв;коробка з отвором і 2-3 великі предмети;NEEDS_REVIEW;Покажіть, як великий предмет проходить в отвір коробки. Дайте дитині спробувати. Підтримайте, навіть якщо не вийшло одразу. Висипте й почніть знову.;NEEDS_REVIEW;Вкладання предметів у отвір підтримує розв'язання задач і роботу рук.;silver;На основі механізму;CDC + Harvard;NEEDS_REVIEW;Лише предмети, якими не можна вдавитися. Наглядайте.;NEEDS_REVIEW;NEEDS_REVIEW;
act_012_movement_003;11-13 міс;Рух;Штовхай-іграшку для кроків;ms_012_movement_002;3-5 хв;стійка каталка або навантажена коробка;NEEDS_REVIEW;Поставте стійку каталку чи навантажену коробку. Допоможіть дитині встати, тримаючись за неї. Дайте поштовхати вперед по рівній поверхні. Будьте поруч для підстраховки.;NEEDS_REVIEW;Опора, що рухається, підтримує перші кроки з підтримкою, коли дитина готова.;silver;На основі механізму;CDC + WHO motor;NEEDS_REVIEW;Лише стійка опора на рівній поверхні. Будьте поруч. Зупиніться при втомі.;NEEDS_REVIEW;NEEDS_REVIEW;
